,User,text,Date,Compound,Positive,Negative,Neutral,Tweets Ago
121,@CBS,"RT @DollyParton: I am so excited to share my new Christmas special ⭐️ Join me on Sunday, December 6 at 8:30pm ET/8pm PT for “A Holly Dolly…",Thu Nov 12 21:25:17 +0000 2020,0.8584,0.313,0.687,0.0,2
122,@CBS,"RT @60Minutes: Sunday, former President Barack Obama returns to 60 Minutes for a wide-ranging interview ahead of the publication of his new…",Thu Nov 12 20:02:22 +0000 2020,0.0,0.0,1.0,0.0,2
123,@CBS,RT @TheVinScully: Good luck to the field at @TheMasters. 45 years ago marked my 1st time broadcasting the event for @cbs. What a year! Lee…,Thu Nov 12 19:49:42 +0000 2020,0.7345,0.212,0.788,0.0,2
124,@CBS,Don’t miss a moment of #themasters. Stream coverage of the tournament starting today on @CBSAllAccess and watch it… https://t.co/PHrlIOsgiD,Thu Nov 12 18:56:15 +0000 2020,-0.1531,0.0,0.918,0.082,2
125,@CBS,"Ooh, we're blinded by the lights! Can't wait for @theweeknd at the #PepsiHalftime at #SBLV on CBS. 🏈 https://t.co/G5RBGklQ75",Thu Nov 12 17:53:16 +0000 2020,0.0,0.0,1.0,0.0,2
126,@CBS,RT @SEALTeamCBS: Special #VeteransDay message from @NeilBrownJr : https://t.co/aAbFLDt0PK,Thu Nov 12 01:19:18 +0000 2020,0.4019,0.252,0.748,0.0,2
127,@CBS,Want to watch the players take to the green at the Augusta National Golf Club for the 2020 Masters Tournament? Here… https://t.co/emOnRajkAK,Thu Nov 12 01:01:19 +0000 2020,0.0772,0.058,0.942,0.0,2
128,@CBS,"RT @TheTalkCBS: .@BobAbisholaCBS stars @BillyGardell and @thefolake spill on their characters upcoming nuptial plans!
#BobHeartsAbishola ht…",Thu Nov 12 00:27:23 +0000 2020,0.0,0.0,1.0,0.0,2
129,@CBS,"RT @MagnumPICBS: This #VeteransDay, we take the time to honor and thank our Veterans! Thank you for your service. https://t.co/vqFp8uxAO1",Wed Nov 11 23:51:29 +0000 2020,0.8172,0.333,0.667,0.0,2
130,@CBS,"RT @PriceIsRight: It's Heroes Week, and today on #PriceIsRight, we say a heartfelt THANK YOU to our military veterans. 🧡 https://t.co/DX7Bv…",Wed Nov 11 23:48:43 +0000 2020,0.9353,0.442,0.558,0.0,2
131,@CBS,"RT @NCISNewOrleans: From Chelsea Field and all of us at #NCISNOLA, thank you for your service. #VeteransDay https://t.co/nSXumc1r0h",Wed Nov 11 23:26:27 +0000 2020,0.3612,0.128,0.872,0.0,2
132,@CBS,"RT @NCIS_CBS: This #VeteransDay, the cast of #NCIS wants to thank you for your service! https://t.co/N5M3ObYzbh",Wed Nov 11 23:26:19 +0000 2020,0.4199,0.157,0.843,0.0,2
133,@CBS,"RT @NCISLA: Today on #VeteransDay, we recognize the brave men and women who serve our country. We honor you and thank you. @BarrettFoa http…",Wed Nov 11 23:25:37 +0000 2020,0.8442,0.302,0.698,0.0,2
134,@CBS,RT @EW: CBS drama #SWAT felt well poised to react to the unrest since cop-community relations were already in its DNA.​ https://t.co/K8IdTm…,Wed Nov 11 21:17:56 +0000 2020,0.4767,0.17,0.83,0.0,2
135,@CBS,"RT @etnow: .@shemarmoore says the upcoming season of @swatcbs is going to be a “thrill ride.” 

https://t.co/PaJjgj8Gbw",Wed Nov 11 21:17:44 +0000 2020,0.0,0.0,1.0,0.0,2
136,@CBS,"RT @TVLine: #SWAT EP Previews Season 4's Personal Battles, Gives Update on Vow to Better Explore Race and Policing https://t.co/OrvIZFtJ8Z",Wed Nov 11 21:17:23 +0000 2020,0.0772,0.123,0.766,0.111,2
137,@CBS,"RT @SEALTeamCBS: From @David_Boreanaz and all of us at SEAL Team, #ThankYouForYourService. #VeteransDay https://t.co/2U4YUQOHnF",Wed Nov 11 21:11:26 +0000 2020,0.0,0.0,1.0,0.0,2
138,@CBS,Watch @shemarmoore in the two-hour @swatcbs Season Premiere TONIGHT at 9/8c on CBS and @CBSAllAccess. https://t.co/RJ2isl87bX,Wed Nov 11 20:58:14 +0000 2020,0.0,0.0,1.0,0.0,2
139,@CBS,RT @TheMasters: For 65 years CBS has broadcast the Masters to patrons in their homes. James Colgan walks through the decades of partnership…,Wed Nov 11 19:21:33 +0000 2020,0.0,0.0,1.0,0.0,2
140,@CBS,Join America’s favorite entertainer @DollyParton as she shares holiday classics and personal memories in her new sp… https://t.co/3v6OZgAVxB,Wed Nov 11 18:52:36 +0000 2020,0.8934,0.494,0.506,0.0,2
141,@CBS,"RT @CBSAllAccess: Small team. Big dream. 
#Texas6 premieres Thanksgiving, only on CBS All Access. https://t.co/qvJ2LUq8dd https://t.co/SjIR…",Wed Nov 11 18:00:53 +0000 2020,0.25,0.118,0.882,0.0,2
142,@CBS,"RT @92Y: Fans of @CBS's hit comedy,  @TheUnicornCBS rejoice! Tonight at 7 pm ET, Emmy Award winning star #WaltonGoggins talks with @DEADLIN…",Wed Nov 11 17:52:03 +0000 2020,0.9117,0.412,0.588,0.0,2
143,@CBS,RT @rezaaslan: We got picked up ya’ll! Thank you ⁦@CBS⁩  https://t.co/I93MAsw6Cu,Wed Nov 11 17:51:32 +0000 2020,0.4199,0.218,0.782,0.0,2
144,@CBS,"We're excited to announce a new comedy from Chuck Lorre, THE UNITED STATES OF AL, joining the 2020-2021 CBS broadca… https://t.co/pxRhhJ2PI2",Wed Nov 11 16:10:33 +0000 2020,0.8143,0.319,0.681,0.0,2
145,@CBS,"On this #VeteransDay and every day, we thank our nation's veterans for their service and sacrifice, and hope that t… https://t.co/WkUJFqnTHC",Wed Nov 11 15:30:00 +0000 2020,0.6597,0.221,0.779,0.0,2
146,@CBS,Watch an all-new episode of #BPositive Thursday at 8:30/7:30c on CBS and @CBSAllAccess. https://t.co/YL7DL4c1Qt,Wed Nov 11 14:21:21 +0000 2020,0.0,0.0,1.0,0.0,2
147,@CBS,"RT @CBSWatch: We can hardly wait! More of your favorite @CBS shows return soon with all-new episodes.📺 🙌

Find out when @TheUnicornCBS—and…",Tue Nov 10 19:43:07 +0000 2020,0.5508,0.134,0.866,0.0,2
148,@CBS,The tradition of waking up on Thanksgiving morning with the parade continues. Join @KevinFrazier &amp; @KeltieKnight on… https://t.co/9xbn2ZFeIH,Tue Nov 10 18:40:15 +0000 2020,0.296,0.115,0.885,0.0,2
149,@CBS,"RT @TheUnicornCBS: Tough, resilient, and more than capable of taking their family members down a peg—#TheUnicorn’s Natalie and @YoungSheldo…",Mon Nov 09 21:02:19 +0000 2020,0.3353,0.135,0.795,0.07,2
150,@CBS,"Today we announce a target of at least 50% representation of Black, Indigenous and People of Color (BIPOC) across a… https://t.co/FUKhqQy6u8",Mon Nov 09 20:30:35 +0000 2020,0.0,0.0,1.0,0.0,2
151,@CBS,"RT @MacGyverCBS: Back to the action, with plenty of paperclips to spare. Season 5 of #MacGyver premieres Friday, December 4th on @CBS and @…",Mon Nov 09 18:16:16 +0000 2020,0.0,0.0,1.0,0.0,2
152,@CBS,RT @MagnumPICBS: Friends gather round. #MagnumPI is back on 12/4. https://t.co/HC1rVaTgbD,Mon Nov 09 18:15:54 +0000 2020,0.4767,0.237,0.763,0.0,2
153,@CBS,RT @BlueBloods_CBS: The family's getting back together 12/4. #BlueBloods returns. https://t.co/jRpNmBKEJF,Mon Nov 09 18:15:36 +0000 2020,0.0,0.0,1.0,0.0,2
154,@CBS,"Due to late #NFL game, new start times for NEW Sunday shows ONLY in East/CentralTimeZones:  
#60Minutes 7:45ET/6:45… https://t.co/DHoxuDgkHg",Mon Nov 09 00:54:05 +0000 2020,0.0,0.0,1.0,0.0,2
155,@CBS,The action is going down TONIGHT. Watch a three-hour block of your favorite NCIS agents with the Season Premieres o… https://t.co/Pegfkq6hSl,Sun Nov 08 18:02:08 +0000 2020,0.0258,0.12,0.763,0.116,2
156,@CBS,RT @NFLonCBS: We have a full slate of games coming your way! First Lamar Jackson and the Ravens take on Philip Rivers and the Colts. Then t…,Sun Nov 08 16:53:36 +0000 2020,0.0,0.0,1.0,0.0,2
157,@CBS,RT @BobAbisholaCBS: Have you ever ❤️ anything as much as @BillyGardell ❤️ The Steelers? @NFLonCBS https://t.co/2IEFDaOOmc,Sun Nov 08 16:42:41 +0000 2020,0.0,0.0,1.0,0.0,2
158,@CBS,"Get to the duck phone and tell your friends, we're watching @NFLonCBS today. https://t.co/jCwIAWYVVm",Sun Nov 08 15:47:36 +0000 2020,0.4767,0.193,0.807,0.0,2
159,@CBS,"It's Sunday, which means it's time to hit the field for @NFLonCBS. Watch your local game LIVE today on CBS or strea… https://t.co/BZedPs1DTK",Sun Nov 08 14:30:00 +0000 2020,0.0,0.0,1.0,0.0,2
160,@CBS,"RT @NorahODonnell: TONIGHT: Our CBS News Primetime Special ""2020: AMERICA HAS DECIDED” is on at 8 pm ET/ 5 pm PT

We'll be bringing you liv…",Sun Nov 08 00:48:39 +0000 2020,0.4019,0.097,0.903,0.0,2
161,@CBS,"Due to a late breaking @CBSNews presentation tonight, the final 2 episodes of #ManhuntDeadlyGames won't air in ET,… https://t.co/nZ7MTM4LOp",Sat Nov 07 23:18:25 +0000 2020,0.0,0.0,1.0,0.0,2
162,@CBS,"RT @CBSThisMorning: When @JoeBiden was just 29, he became one of the youngest people ever elected to the U.S. Senate. Now, he’s projected t…",Sat Nov 07 23:03:09 +0000 2020,0.0,0.0,1.0,0.0,2
163,@CBS,"RT @CBSNews: TONIGHT: President-elect Joe Biden and Vice President-elect Kamala Harris to deliver remarks from Wilmington, Del., at 8 p.m.…",Sat Nov 07 23:02:37 +0000 2020,0.0,0.0,1.0,0.0,2
164,@CBS,We live for these types of feel-good moments. An all-new Greatest #AtHomeVideos hosted by @CedEntertainer is now st… https://t.co/zGH0aELJa1,Sat Nov 07 17:00:00 +0000 2020,0.6369,0.189,0.811,0.0,2
165,@CBS,RT @CBSNews: CBS News projects Joe Biden wins the presidential election with the projected win in Pennsylvania. The current electoral vote…,Sat Nov 07 16:33:39 +0000 2020,0.8176,0.283,0.717,0.0,2
166,@CBS,"Ready, West Coast? An all-new Greatest #AtHomeVideos hosted by @CedEntertainer starts NOW on CBS and @CBSAllAccess. https://t.co/5KVdDRKH79",Sat Nov 07 04:00:00 +0000 2020,0.7717,0.309,0.691,0.0,2
167,@CBS,We’re dying from tonight’s #AtHomeVideos. Thanks for watching with us. https://t.co/5OCO0Cs85x,Sat Nov 07 01:59:45 +0000 2020,0.4404,0.225,0.775,0.0,2
168,@CBS,"Eat your heart out, Ariel. #AtHomeVideos https://t.co/DjhlOkWrT1",Sat Nov 07 01:57:18 +0000 2020,0.6369,0.412,0.588,0.0,2
169,@CBS,For anyone who thinks that @Arielle only walks in slow motion on @LoveIslandUSA... #AtHomeVideos https://t.co/KqQsw0OwhA,Sat Nov 07 01:42:00 +0000 2020,0.0,0.0,1.0,0.0,2
170,@CBS,We actually like being ghosted this way. #AtHomeVideos https://t.co/aYgtiWKfqE,Sat Nov 07 01:33:26 +0000 2020,0.3612,0.238,0.762,0.0,2
171,@CBS,This is the type of hype crew we need in our life. #AtHomeVideo https://t.co/6bVzjFyJ29,Sat Nov 07 01:29:46 +0000 2020,0.0,0.0,1.0,0.0,2
172,@CBS,Weird. This is exactly how we live tweet the Greatest #AtHomeVideos. https://t.co/M9W7kZ2NSv,Sat Nov 07 01:23:42 +0000 2020,0.5423,0.264,0.629,0.107,2
173,@CBS,No moving violations with this traffic cop. #AtHomeVideos https://t.co/efLHYg6HPG,Sat Nov 07 01:18:04 +0000 2020,0.1471,0.232,0.585,0.184,2
174,@CBS,"We’ve been on this Zoom call before. Many, many times. #AtHomeVideos https://t.co/rF0MAwOG2Q",Sat Nov 07 01:13:54 +0000 2020,0.0,0.0,1.0,0.0,2
175,@CBS,Na na na na na na na na na na na na BATDOG. #AtHomeVideos https://t.co/FlQ4QgKbYt,Sat Nov 07 01:10:40 +0000 2020,0.0,0.0,1.0,0.0,2
176,@CBS,The Fast and the Furious: Toddler Drift. #AtHomeVideos https://t.co/qrpobVVWEZ,Sat Nov 07 01:04:31 +0000 2020,-0.5719,0.0,0.684,0.316,2
177,@CBS,"Smile, you’re on camera. An all-new Greatest #AtHomeVideos hosted by @CedEntertainer starts NOW on CBS and… https://t.co/ByNGvyLtzS",Sat Nov 07 01:00:01 +0000 2020,0.7717,0.309,0.691,0.0,2
178,@CBS,"RT @CBSAllAccess: Check it out! @CBS Fall TV is BACK! Stream the returns of @YoungSheldon, @MomCBS, and the new series @BPositive. Plus, en…",Sat Nov 07 00:54:51 +0000 2020,0.0,0.0,1.0,0.0,2
179,@CBS,"Join @NorahODonnell for another night of @CBSNews: 2020 AMERICA DECIDES, a one-hour primetime election special feat… https://t.co/mo8YKLT5wn",Fri Nov 06 23:07:33 +0000 2020,0.5994,0.246,0.754,0.0,2
180,@CBS,"RT @TheTalkCBS: .@NCISNewOrleans star @ScottBakula and wife and co-star #ChelseaField, dish on the upcoming new season. We also put their r…",Fri Nov 06 22:55:01 +0000 2020,0.0,0.0,1.0,0.0,2
181,@CBS,Pride's back for the Season Premiere of #NCISNOLA this Sunday on CBS and @CBSAllAccess. https://t.co/0Gu2R3CwtY,Fri Nov 06 20:33:33 +0000 2020,0.0,0.0,1.0,0.0,2
182,@CBS,"RT @SEALTeamCBS: 🚨 Mission Update 🚨

The #SEALTeam Season 4 premiere is moving to December 2 at 9/8c and will be 2-HOURS! https://t.co/aPcP…",Fri Nov 06 18:56:48 +0000 2020,0.0,0.0,1.0,0.0,2
183,@CBS,At least she tried. Watch an all-new episode of Greatest #AtHomeVideos hosted by @CedEntertainer TONIGHT at 8/7c on… https://t.co/2KAgiV76Th,Fri Nov 06 18:00:00 +0000 2020,0.6369,0.189,0.811,0.0,2
184,@CBS,RT @colbertlateshow: .@StephenAtHome helps answer your kids questions about the election. #ColbertKidQuestions https://t.co/IPRdVlWuby http…,Fri Nov 06 17:55:35 +0000 2020,0.3818,0.167,0.833,0.0,2
185,@CBS,"RT @NorahODonnell: We’re back at it again tonight with our all star panel bringing you the latest updates from the battlegrounds! 

Join us…",Fri Nov 06 02:51:03 +0000 2020,0.2244,0.099,0.837,0.064,2
186,@CBS,RT @TheUnicornCBS: Don’t sleep through the Season 2 premiere of #TheUnicorn. Thursday at 9:30/8:30c on @CBS and @CBSAllAccess https://t.co/…,Fri Nov 06 01:27:09 +0000 2020,0.0,0.0,1.0,0.0,2
187,@CBS,"Fall TV is BACK. The Thursday Night Lineup, with the @YoungSheldon Season Premiere, @BPositive Series Premiere and… https://t.co/ipC7gV9Sd6",Fri Nov 06 01:00:00 +0000 2020,0.0,0.0,1.0,0.0,2
188,@CBS,RT @BPositive: Go inside tonight's new comedy #BPositive with this @paleycenter panel with cast and creators! https://t.co/zM5wxmpUfh,Fri Nov 06 00:27:23 +0000 2020,0.4199,0.149,0.851,0.0,2
189,@CBS,"RT @nkf: Welcome to the kidney community, @BPositive! While you bring the comedy, we’ll bring the facts when you need it. Have a great seas…",Thu Nov 05 23:58:01 +0000 2020,0.8718,0.31,0.69,0.0,2
190,@CBS,"Join @NorahODonnell for another night of @CBSNews: 2020 AMERICA DECIDES, a one-hour primetime election special feat… https://t.co/cm5Fm9TNJt",Thu Nov 05 23:54:45 +0000 2020,0.5994,0.246,0.754,0.0,2
191,@CBS,"RT @ComedyCentral: Opposites attract. Thomas Middleditch stars in @BPositive, a new comedy premiering tonight at 8:30/7:30c on @CBS. #BPosi…",Thu Nov 05 21:17:47 +0000 2020,0.6124,0.227,0.773,0.0,2
192,@CBS,"""Laughter is a genuinely wonderful thing to have as part of our lives, especially when the world is upside down. It… https://t.co/cKJxlpkIw3",Thu Nov 05 21:01:52 +0000 2020,0.7845,0.257,0.743,0.0,2
193,@CBS,Warning: this video contains an abundance of cute. Watch an all-new episode of Greatest #AtHomeVideos TOMORROW at 8… https://t.co/LgUC5yVZ6K,Thu Nov 05 19:00:01 +0000 2020,0.7003,0.281,0.625,0.094,2
194,@CBS,"""...the series really is a moveable feast of scene-stealing opportunities."" 

Check out @THR's review of new comedy… https://t.co/2NSpafthn3",Thu Nov 05 17:53:41 +0000 2020,0.3818,0.133,0.867,0.0,2
195,@CBS,"RT @TheUnicornCBS: Whether you're no pants, the captain, or the boss of your friend group, you're invited to watch the Season 2 premiere of…",Thu Nov 05 17:47:53 +0000 2020,0.25,0.117,0.803,0.08,2
196,@CBS,RT @colbertlateshow: Follow along as A Late Show helps make sense of the Electoral College. #LSSC https://t.co/bNpy76713R,Thu Nov 05 03:28:57 +0000 2020,0.3818,0.14,0.86,0.0,2
197,@CBS,"Join @NorahODonnell for @CBSNews: 2020 AMERICA DECIDES, a one-hour primetime election special featuring the latest… https://t.co/Il8vPdQRhi",Thu Nov 05 01:22:28 +0000 2020,0.5994,0.259,0.741,0.0,2
198,@CBS,"RT @BPositive: Here's a sneak peek 👀 at the heartfelt new comedy, #BPositive, premiering tomorrow night on @CBS https://t.co/dCg3wTzYki",Wed Nov 04 22:53:35 +0000 2020,0.7184,0.261,0.739,0.0,2
199,@CBS,"RT @NCIS_CBS: Saddle up. #NCIS returns Tuesday, November 17 on @CBS and @CBSAllAccess. https://t.co/1okLwMAlnK",Wed Nov 04 22:53:05 +0000 2020,0.0,0.0,1.0,0.0,2
200,@CNN,"Citing four people familiar with the matter, The New York Times reported that Trump's personal lawyer Rudy Giuliani… https://t.co/81fOnq5Mip",Sat Nov 14 17:00:11 +0000 2020,0.0258,0.058,0.942,0.0,3
201,@CNN,"In one day, nine cases meant to attack President-elect Joe Biden's win in key states were denied or dropped, adding… https://t.co/8Ge0eG1oZm",Sat Nov 14 16:44:03 +0000 2020,-0.296,0.137,0.647,0.216,3
202,@CNN,Now that Ivanka Trump's and Jared Kushner's Washington political lives are over -- the question for this once-golde… https://t.co/7PTeh78Az4,Sat Nov 14 16:22:38 +0000 2020,0.0,0.0,1.0,0.0,3
203,@CNN,An 85-year-old primary school in Shanghai has been lifted off the ground — in its entirety — and relocated using ne… https://t.co/M6Is4QK9Nf,Sat Nov 14 16:01:05 +0000 2020,0.0,0.0,1.0,0.0,3
204,@CNN,Virgin Hyperloop has completed the first test of its high-speed transportation technology with humans on board. The… https://t.co/QGha8vlqfw,Sat Nov 14 15:01:02 +0000 2020,0.0,0.0,1.0,0.0,3
205,@CNN,How to decline a Thanksgiving invitation due to the pandemic https://t.co/f2EH0r2WRn,Sat Nov 14 14:16:05 +0000 2020,0.0,0.0,1.0,0.0,3
206,@CNN,"“In my 20 years as a journalist, I’ve experienced crises and devastation around the world first-hand,""… https://t.co/GQ9ITrsodS",Sat Nov 14 14:01:03 +0000 2020,-0.4215,0.0,0.851,0.149,3
207,@CNN,"""I'm sick of being told that we all suck as a country.""

We listened to thousands of voicemails left by CNN viewers… https://t.co/UIjjuc97gE",Sat Nov 14 13:01:06 +0000 2020,-0.7351,0.0,0.772,0.228,3
208,@CNN,"Thanksgiving in Canada fell on October 12 this year, and as family and friends gathered, it fueled a widespread sur… https://t.co/E7XOlVhOd4",Sat Nov 14 12:01:03 +0000 2020,0.4767,0.134,0.866,0.0,3
209,@CNN,Here's how a Joe Biden presidency could impact the world: https://t.co/wiAM2KO0hD https://t.co/FDfPKG8WsS,Sat Nov 14 11:01:04 +0000 2020,0.0,0.0,1.0,0.0,3
210,@CNN,A California family built a 400-foot roller coaster inspired by the Matterhorn ride at Disneyland… https://t.co/VlClALnJGn,Sat Nov 14 10:01:05 +0000 2020,0.4939,0.176,0.824,0.0,3
211,@CNN,"The fourth season of ""The Crown"" is dominated by two women, and neither is the Queen. Take a look at the series' Pr… https://t.co/l6iirkqAJU",Sat Nov 14 09:31:05 +0000 2020,0.0,0.0,1.0,0.0,3
212,@CNN,"Due to the planet's warming climate, hurricanes are maintaining their strength after landfall for much longer, and… https://t.co/twco2TxS0m",Sat Nov 14 09:01:04 +0000 2020,0.5859,0.231,0.769,0.0,3
213,@CNN,"""President Trump will return to just plain old Donald Trump in January. And in case you forgot, there are at least… https://t.co/oM3V2EcBty",Sat Nov 14 08:01:09 +0000 2020,0.0,0.0,1.0,0.0,3
214,@CNN,The scientists who developed the Pfizer/BioNTech Covid-19 vaccine are a Turkish-German power couple… https://t.co/EbOPFXAiKg,Sat Nov 14 07:01:04 +0000 2020,0.0,0.0,1.0,0.0,3
215,@CNN,"Chris Nikic, 21, became the first person with Down syndrome to complete an Ironman triathlon. See the moment he cro… https://t.co/5mPSHDHc7G",Sat Nov 14 06:01:05 +0000 2020,0.0,0.0,1.0,0.0,3
216,@CNN,Former President Barack Obama directly confronts the racist politics of President Donald Trump in his upcoming memo… https://t.co/XVmMqh6pD1,Sat Nov 14 05:01:06 +0000 2020,-0.7096,0.0,0.731,0.269,3
217,@CNN,"""Now, Mr. President, if you're listening, let your final act carry a dignity that you have failed to evidence in th… https://t.co/o4P1vYkO1f",Sat Nov 14 04:31:00 +0000 2020,-0.1531,0.104,0.769,0.127,3
218,@CNN,"""He still will have 70 million people that he will try to rally around him,"" says @RepSpeier on Donald Trump's post… https://t.co/cdMy2HNMEQ",Sat Nov 14 04:28:21 +0000 2020,0.0,0.0,1.0,0.0,3
219,@CNN,"A new senior adviser at the Pentagon repeatedly said the US' support for Israel was the result of ""Israeli lobby"" m… https://t.co/3JzeaWSv7K",Sat Nov 14 04:01:03 +0000 2020,0.4215,0.16,0.84,0.0,3
220,@CNN,"RT @CNNSitRoom: New York Gov. Andrew Cuomo responds to Pres. Trump's comments, saying, ""luckily he won't be here"" when a vaccine arrives. h…",Sat Nov 14 03:58:44 +0000 2020,0.5106,0.13,0.87,0.0,3
221,@CNN,"RT @AC360: ""Ya know what? It doesn't matter,"" says @AndersonCooper.

""I was about to start off tonight telling you about you-know-who and w…",Sat Nov 14 03:57:30 +0000 2020,-0.0191,0.0,0.953,0.047,3
222,@CNN,"""Maybe our language is all wrong about this,"" says @donlemoncnn on how we talk about social distancing to stop the… https://t.co/N1XfYaePNL",Sat Nov 14 03:55:53 +0000 2020,-0.6486,0.0,0.782,0.218,3
223,@CNN,Lawyers for the Trump campaign have dropped a lawsuit seeking a review of all ballots cast in Arizona on Election D… https://t.co/LKBcbqNPHt,Sat Nov 14 03:32:05 +0000 2020,-0.2263,0.0,0.917,0.083,3
224,@CNN,"Funding for body cameras for sheriff's deputies in Kenosha County, Wisconsin, has been approved by the county board https://t.co/KPhojHBUu0",Sat Nov 14 03:20:50 +0000 2020,0.4215,0.135,0.865,0.0,3
225,@CNN,"This week, there will be some not so familiar sights in the sky: seven planets will be visible at various points in… https://t.co/iNfpzyhJFv",Sat Nov 14 03:17:46 +0000 2020,0.0,0.0,1.0,0.0,3
226,@CNN,"Those responding to Kim Ng becoming the first woman and Asian American to be an MLB GM with celebration are right,… https://t.co/P8kQ5DILqI",Sat Nov 14 03:07:31 +0000 2020,0.0,0.0,1.0,0.0,3
227,@CNN,"""He tries to bully people""

New York Gov. Andrew Cuomo has accused President Trump of trying to use a potential Cov… https://t.co/CVVUaytuqw",Sat Nov 14 02:51:14 +0000 2020,-0.6597,0.0,0.787,0.213,3
228,@CNN,"As President Trump refuses to acknowledge the reality that he lost the election, his Republican allies have backed… https://t.co/3iirjRSSMZ",Sat Nov 14 02:47:05 +0000 2020,-0.3182,0.0,0.887,0.113,3
229,@CNN,"California, which this week announced its 1 millionth Covid-19 case, is seeing the fastest rate of increase in the… https://t.co/3xEnAo5aZ7",Sat Nov 14 02:44:25 +0000 2020,0.3182,0.108,0.892,0.0,3
230,@CNN,"More than 160,000 new coronavirus cases have been reported today in the US, according to Johns Hopkins University d… https://t.co/j0NkhTAAE6",Sat Nov 14 02:34:33 +0000 2020,0.0,0.0,1.0,0.0,3
231,@CNN,The George Floyd Memorial Foundation has teamed up with Texas A&amp;M University-Commerce to launch an internship progr… https://t.co/1a2i7GAO6g,Sat Nov 14 02:26:49 +0000 2020,0.0,0.0,1.0,0.0,3
232,@CNN,Read former White House chief of staff John Kelly's full statement: https://t.co/WsGCKnZ0hr,Sat Nov 14 02:18:39 +0000 2020,0.0,0.0,1.0,0.0,3
233,@CNN,Former White House chief of staff John Kelly has lambasted President Trump for not helping with the transition to a… https://t.co/9aGOLuq1BG,Sat Nov 14 02:16:54 +0000 2020,-0.2235,0.0,0.914,0.086,3
234,@CNN,"A field hospital is to reopen in an area of Massachusetts that has Covid-19 cases ""trending in the wrong direction,… https://t.co/FvdDC901Mq",Sat Nov 14 02:10:16 +0000 2020,-0.4767,0.0,0.866,0.134,3
235,@CNN,Retail drug chain Walgreens says it is “rapidly expanding” its ultra-cold storage capabilities to accommodate a pot… https://t.co/bAOmgwECfV,Sat Nov 14 02:07:39 +0000 2020,0.0,0.0,1.0,0.0,3
236,@CNN,"With races still to be called, at least 141 women will serve in Congress next year, breaking the record of 127 set… https://t.co/mw7R3wa5GQ",Sat Nov 14 01:50:35 +0000 2020,0.0,0.0,1.0,0.0,3
237,@CNN,"Phoenix police officials are reviewing the investigation into the death of Lori Vallow's third husband.

Vallow and… https://t.co/uGBu7pUKSH",Sat Nov 14 01:27:56 +0000 2020,-0.5994,0.0,0.813,0.187,3
238,@CNN,"A former manager for R. Kelly, who faces criminal charges of his own, is in the middle of plea negotiations, prosec… https://t.co/Tiu1eDEsYJ",Sat Nov 14 01:14:19 +0000 2020,-0.6705,0.0,0.784,0.216,3
239,@CNN,A group of federal prosecutors has urged AG William Barr to rescind his order for any prosecutor to examine allegat… https://t.co/2iRxBdsgzc,Sat Nov 14 00:56:48 +0000 2020,0.0,0.0,1.0,0.0,3
240,@CNN,Two judges in Pennsylvania have tossed a half dozen court cases the Trump campaign had brought to invalidate thousa… https://t.co/yaBULTctfg,Sat Nov 14 00:27:08 +0000 2020,0.0,0.0,1.0,0.0,3
241,@CNN,"The college football season appears to be in disarray after a 15th Division I game, scheduled for this Saturday, wa… https://t.co/1QlionBFud",Sat Nov 14 00:13:54 +0000 2020,0.0,0.0,1.0,0.0,3
242,@CNN,Secretary of State Pompeo will go to Europe and the Middle East in a seven-country trip that will include a stop at… https://t.co/whFpV4EerB,Sat Nov 14 00:01:02 +0000 2020,-0.296,0.0,0.909,0.091,3
243,@CNN,"The Carter Center will monitor the ongoing hand recount of the 2020 presidential election in Georgia to ""help bolst… https://t.co/aFgJY9QBwN",Fri Nov 13 23:54:41 +0000 2020,0.7096,0.247,0.753,0.0,3
244,@CNN,Tropical Storm Iota has been named by the National Hurricane Center. Iota is the 30th named storm this year and the… https://t.co/BjRkMettt3,Fri Nov 13 23:29:07 +0000 2020,0.0,0.0,1.0,0.0,3
245,@CNN,"Thanksgiving in Canada fell on October 12 this year, and as family and friends gathered, it fueled a widespread sur… https://t.co/Zx80UxpogJ",Fri Nov 13 23:12:34 +0000 2020,0.4767,0.134,0.866,0.0,3
246,@CNN,"A new senior adviser at the Pentagon repeatedly said the US' support for Israel was the result of ""Israeli lobby"" m… https://t.co/262vMgr5zW",Fri Nov 13 23:11:03 +0000 2020,0.4215,0.16,0.84,0.0,3
247,@CNN,A Kentucky judge overseeing the case of a former police officer charged for his alleged actions during the raid at… https://t.co/nVc7mmmb2B,Fri Nov 13 23:08:26 +0000 2020,-0.2023,0.0,0.917,0.083,3
248,@CNN,"With the US on the cusp of a coronavirus vaccine, states are scrambling to nail down their distribution plans as th… https://t.co/ljucToLt7b",Fri Nov 13 22:47:32 +0000 2020,0.0,0.0,1.0,0.0,3
249,@CNN,He languished in prison for decades on a 505-year sentence. Now a judge is setting the convicted cartel money laund… https://t.co/w0GcFVzTko,Fri Nov 13 22:46:16 +0000 2020,-0.4588,0.055,0.805,0.14,3
250,@CNN,"""Marjorie needs to get a reality check... her freedom ends where everybody else's begin,"" says Dr. Jorge Rodriguez,… https://t.co/JM4LbBYJKu",Fri Nov 13 22:18:34 +0000 2020,0.6369,0.189,0.811,0.0,3
